folder,dialogueID,date,from,to,text
3,70974.tsv,2009-05-05T02:06:00.000Z,usr13,nikkiclau,"Well, yes if one is enough, one is enough.  And yes, one big one is better (in my opoinion and obviously yours too)."
3,128578.tsv,2008-06-18T15:21:00.000Z,newbeginer6,,"do i need to defrag my harddisk first on windows first before i install ubuntu?"
3,128578.tsv,2008-06-18T15:21:00.000Z,BoltCloc1,newbeginer6,"nah its fine. but if you want to, go on"
3,128578.tsv,2008-06-18T15:23:00.000Z,BoltCloc1,newbeginer6,"you dont need to defrag. but do you mean partition?"
3,294569.tsv,2005-08-08T07:30:00.000Z,luminerd,,"oh god."
3,294569.tsv,2005-08-08T07:31:00.000Z,luminerd,,"my frickin ex gf called."
3,294569.tsv,2005-08-08T07:31:00.000Z,black13,luminerd,"kick her to the curb"
3,234570.tsv,2007-05-09T10:38:00.000Z,senniha9,,"hi i have ubuntu 7.04 and need help with an hp laptop"
3,234570.tsv,2007-05-09T10:38:00.000Z,ikonia,senniha9,"ask the question"
3,234570.tsv,2007-05-09T11:19:00.000Z,ikonia,senniha9,"just ask your question"
3,171276.tsv,2009-06-01T09:30:00.000Z,dsl579,,"whats the command to remove a whole directory"
3,171276.tsv,2009-06-01T09:30:00.000Z,usser,dsl579,"rm -r directory"
3,171276.tsv,2009-06-01T09:31:00.000Z,usser,dsl579,"make sure you type the directory name correctly, rm -r is irreversible"
3,246965.tsv,2007-02-02T14:19:00.000Z,shut-,,"what ubuntu use kde"
3,246965.tsv,2007-02-02T14:19:00.000Z,shut-,,"or what?"
3,246965.tsv,2007-02-02T14:19:00.000Z,kitche,shut-,"gnome kubuntu is kde xubuntu is xfce"
3,21776.tsv,2011-02-12T18:41:00.000Z,ncxcude,,"how to clean remove wine and app that installs.... i try remove with 'apt-get purge wine' but my apps that install on wine still there... any help please :)."
3,21776.tsv,2011-02-12T18:42:00.000Z,rumpe1_,ncxcude,"they are usually stored in $HOME/.wine"
3,21776.tsv,2011-02-12T18:42:00.000Z,rumpe1_,ncxcude,"so the package-manager hasn't anything to do with it"
3,232290.tsv,2006-08-04T13:13:00.000Z,Tsuki,,"hey guys, I'm having a little problem with my laptop generating a little more heat than it does in XP"
3,232290.tsv,2006-08-04T13:14:00.000Z,mheath[laptop] ,Tsuki,"What kind of laptop is it?"
3,232290.tsv,2006-08-04T13:16:00.000Z,mheath[laptop] ,Tsuki,"Well, thats your problem. I wish I could provide more support, but I don't have any experiience with enabling CPU throttling"
3,120684.tsv,2008-09-04T05:34:00.000Z,Segellion,,"Help!  If I type in 'sudo depmod -a' nothing happends.  It asks me for the sudo password, I enter it, and then I just get the regular command prompt."
3,120684.tsv,2008-09-04T05:34:00.000Z,Segellion,,"Should I not get some data from that command?"
3,120684.tsv,2008-09-04T05:35:00.000Z,kindofabuzz,Segellion,"no"
3,285923.tsv,2006-05-17T12:25:00.000Z,definity,,"how can i brows graphical web pages on terminal"
3,285923.tsv,2006-05-17T12:25:00.000Z,definity,,"like normal www http sites"
3,285923.tsv,2006-05-17T12:25:00.000Z,paradizelost,definity,"links"
3,38870.tsv,2010-05-09T16:39:00.000Z,Dr_Willis,ubuntusuperbegin," the commands in 'linux' are normally the same across disrtos."
3,38870.tsv,2010-05-09T16:39:00.000Z,Dr_Willis,ubuntusuperbegin," kubuntu = KDE.   ubuntu = gnome.."
3,38870.tsv,2010-05-09T16:39:00.000Z,ubuntusuperbegin,Dr_Willis," thanks:)"
3,90713.tsv,2010-02-13T01:26:00.000Z,al__,,"I've installed ndiswrapper and downloaded and unzipped the netgear wg311v2 windows driver, but there's no .ini file, how can I install this driver?"
3,90713.tsv,2010-02-13T01:26:00.000Z,blakkheim,al__,"if there's no ini file, you probably can't"
3,90713.tsv,2010-02-13T01:28:00.000Z,al__,blakkheim,"ugh, that's a pain - the ACX111 linux driver apparently doesn't support WPA"
